                   MONTHLY CLIMATOLOGICAL SUMMARY for Jun 2019


NAME: Lake Echo, Nova Scotia                  
ELEV: 26 meters    LAT: 44-44.28 N    LONG: 063-22.66 W


                   TEMPERATURE (C), RAIN (cm), WIND SPEED (km/h)

                                         HEAT   COOL         AVG
      MEAN                               DEG    DEG          WIND                   DOM
DAY   TEMP   HIGH   TIME    LOW   TIME   DAYS   DAYS   RAIN  SPEED   HIGH   TIME    DIR
---------------------------------------------------------------------------------------
 01   10.8   17.2  16:55    6.7  00:15    7.6    0.0   0.02    2.0   17.7  13:55    150
 02    9.7   11.1  08:55    8.4  01:55    8.6    0.0   1.20    2.1   27.4  10:10     95
 03   10.9   12.9  15:50    8.8  12:30    7.4    0.0   0.86    1.7   22.5  12:15    148
 04   11.8   19.4  15:55    4.5  06:10    6.5    0.0   0.02    1.8   20.9  17:30    263
 05    9.1   12.4  18:35    5.0  05:45    9.2    0.0   0.02    1.6   25.7  15:15    166
 06   10.8   13.2  13:20    7.3  03:10    7.5    0.0   2.84    2.0   25.7  11:55    162
 07   14.3   20.5  11:50    9.4  22:40    4.1    0.0   0.00    4.5   19.3  05:00     31
 08   13.6   19.2  13:50    6.7  00:00    4.7    0.0   0.00    5.3   32.2  12:45    349
 09   14.0   23.3  18:35    3.4  05:40    4.4    0.0   0.00    3.2   25.7  11:55    337
 10   13.8   20.3  12:15    6.6  05:00    4.6    0.0   0.00    1.7   20.9  12:55    168
 11   13.2   20.3  15:00    5.4  05:25    5.1    0.0   0.86    2.0   24.1  14:30    156
 12   16.5   23.2  19:40   10.4  00:00    1.9    0.0   1.06    7.1   38.6  08:15    339
 13   14.9   24.7  12:15    7.3  05:30    3.4    0.0   0.02    0.7   14.5  12:40    149
 14   13.9   18.0  17:05   11.4  21:30    4.4    0.0   1.74    2.3   22.5  03:30    131
 15   17.3   26.3  17:05   11.1  05:45    1.0    0.0   0.00    1.1   19.3  17:20    174
 16   15.1   20.3  15:30   10.6  02:50    3.3    0.0   0.14    1.0   17.7  15:55    185
 17   16.8   25.6  18:55   11.3  05:40    1.5    0.0   0.96    0.7   16.1  20:05    162
 18   17.8   24.8  13:55   10.8  06:05    0.6    0.0   0.00    1.2   20.9  15:35    286
 19   16.5   24.4  12:35    8.8  06:20    1.9    0.0   0.00    0.7   16.1  13:15    155
 20   15.5   20.6  13:10    9.5  06:10    2.8    0.0   0.00    0.7   17.7  10:10    139
 21   13.8   16.1  19:15   12.1  07:15    4.6    0.0   2.10    1.7   25.7  23:30      7
 22   14.2   20.2  19:20   11.4  03:40    4.1    0.0   0.10    8.3   40.2  11:00    344
 23   18.4   24.7  18:35   11.9  00:25    0.0    0.0   0.00    3.3   33.8  13:00    342
 24   15.5   21.1  15:40    8.6  05:10    2.9    0.0   0.00    2.8   27.4  12:00    356
 25   15.5   21.1  12:40   10.4  06:35    2.8    0.0   0.06    1.5   17.7  11:05     77
 26   14.1   20.0  14:40    9.4  02:20    4.3    0.0   0.00    0.8   17.7  11:15    149
 27   13.1   16.6  16:10   11.6  21:10    5.2    0.0   0.90    0.5   11.3  10:50    114
 28   13.3   19.4  14:40   10.2  00:00    5.0    0.0   0.14    0.3   12.9  09:50    134
 29   13.0   16.7  12:30    9.1  04:15    5.4    0.0   0.30    0.3   11.3  13:00    178
 30   15.0   16.4  17:40   13.5  04:30    3.3    0.0   0.44    1.1   11.3  20:10     48
---------------------------------------------------------------------------------------
      14.1   26.3     15    3.4     09  128.1    0.0  13.78    2.1   40.2     22      5
    
