                   MONTHLY CLIMATOLOGICAL SUMMARY for Jan 2017


NAME: Lake Echo, Nova Scotia                  
ELEV: 26 meters    LAT: 44-44.28 N    LONG: 063-22.66 W


                   TEMPERATURE (C), RAIN (cm), WIND SPEED (km/h)

                                         HEAT   COOL         AVG
      MEAN                               DEG    DEG          WIND                   DOM
DAY   TEMP   HIGH   TIME    LOW   TIME   DAYS   DAYS   RAIN  SPEED   HIGH   TIME    DIR
---------------------------------------------------------------------------------------
 01    3.5    6.5  13:30   -4.8  00:05   14.8    0.0   0.48    6.2   51.5  08:30    193
 02   -0.8    2.8  14:05   -5.6  00:00   19.1    0.0   0.00    5.2   30.6  12:25    324
 03   -3.1    1.2  23:45   -8.1  08:05   21.5    0.0   0.00    1.6   29.0  22:55    105
 04    5.0    9.4  11:15    1.1  00:05   13.3    0.0   2.46    8.3   53.1  08:25    139
 05    2.3    5.8  03:50   -1.9  23:35   16.1    0.0   0.02    7.3   46.7  14:05    245
 06   -1.4    2.4  06:10   -3.7  00:00   19.7    0.0   0.00    3.0   25.7  07:55    351
 07   -7.1   -3.7  00:05  -10.9  07:40   25.4    0.0   0.00    3.6   25.7  00:00     11
 08   -5.3   -2.8  09:40   -8.4  23:55   23.6    0.0   0.00   11.9   45.1  07:05    350
 09  -13.6   -8.4  00:05  -19.4  23:55   32.0    0.0   0.00    5.4   32.2  12:10    314
 10   -8.4    0.9  15:30  -20.9  04:50   26.7    0.0   0.00    2.1   29.0  12:15    172
 11    4.3    6.9  17:55    0.7  00:50   14.0    0.0   0.66    7.7   38.6  12:25    169
 12    5.6    9.3  16:15    0.7  02:35   12.8    0.0   0.72    6.2   40.2  16:20    208
 13    5.3    9.7  10:00   -5.6  00:00   13.1    0.0   0.00    9.4   46.7  21:30    292
 14   -9.0   -5.6  00:05  -11.9  08:10   27.3    0.0   0.00    7.5   35.4  01:05    317
 15   -6.4   -2.5  12:35  -12.1  23:40   24.7    0.0   0.00    4.3   37.0  13:40    329
 16   -7.3    2.3  23:50  -15.1  07:45   25.6    0.0   0.00    3.4   29.0  20:55    239
 17   -2.3    2.4  00:35  -11.0  00:00   20.7    0.0   0.00    6.6   35.4  12:55    348
 18   -6.8   -2.2  15:10  -12.4  05:40   25.1    0.0   0.00    1.6   19.3  13:15     53
 19   -0.7    2.2  12:45   -3.6  01:05   19.1    0.0   0.00    0.7   11.3  13:10     36
 20   -0.5    0.1  06:45   -1.5  23:55   18.8    0.0   0.00    5.6   25.7  13:00      0
 21   -0.3    2.8  22:15   -2.8  08:40   18.7    0.0   0.06    2.1   12.9  05:50    290
 22    0.0    1.7  00:05   -1.8  23:50   18.3    0.0   0.00    6.8   27.4  21:50      4
 23   -1.5    2.4  16:15   -4.6  23:25   19.8    0.0   0.00    6.3   27.4  10:50     22
 24   -0.3    3.5  21:15   -5.2  02:00   18.6    0.0   0.56    5.7   48.3  23:10     64
 25    6.5    8.3  14:55    3.3  00:15   11.8    0.0   4.44    5.6   56.3  05:50     69
 26    3.6    5.9  23:30    1.9  08:10   14.7    0.0   0.38    4.5   30.6  01:50    270
 27    2.6    6.1  00:30    1.1  07:35   15.7    0.0   0.12    5.3   33.8  09:30    273
 28    0.7    2.6  00:05   -1.3  09:30   17.6    0.0   0.02    8.5   38.6  08:45    280
 29    0.6    4.5  15:35   -4.9  07:55   17.7    0.0   0.00    3.0   32.2  15:30    234
 30   -0.4    4.6  13:10   -4.9  07:10   18.7    0.0   0.00    0.7   14.5  13:15    152
 31   -2.7    0.8  12:55   -9.0  23:55   21.0    0.0   0.00    4.2   29.0  12:55    339
---------------------------------------------------------------------------------------
      -1.2    9.7     13  -20.9     10  606.0    0.0   9.92    5.2   56.3     25    320
    
