                   MONTHLY CLIMATOLOGICAL SUMMARY for Feb 2016


NAME: Lake Echo, Nova Scotia                  
ELEV: 26 meters    LAT: 44-44.28 N    LONG: 063-22.66 W


                   TEMPERATURE (C), RAIN (cm), WIND SPEED (km/h)

                                         HEAT   COOL         AVG
      MEAN                               DEG    DEG          WIND                   DOM
DAY   TEMP   HIGH   TIME    LOW   TIME   DAYS   DAYS   RAIN  SPEED   HIGH   TIME    DIR
---------------------------------------------------------------------------------------
 01    5.2    8.1  12:00    1.1  01:25   13.1    0.0   0.02    4.5   40.2  11:55    218
 02    0.0    5.7  00:05   -7.6  00:00   18.3    0.0   0.00    5.3   30.6  10:05    339
 03   -4.1    4.1  00:00  -11.1  07:20   22.4    0.0   0.08    3.6   33.8  22:20    150
 04    8.1   10.6  14:10    4.1  00:05   10.2    0.0   0.90    6.4   49.9  10:25    211
 05    3.2    6.9  00:10   -1.3  00:00   15.2    0.0   2.66    6.7   43.5  23:20     19
 06   -3.3   -0.7  15:10   -6.2  08:45   21.6    0.0   0.00    8.9   57.9  00:45    325
 07    0.9    6.2  14:50   -5.4  00:00   17.4    0.0   0.00    6.7   35.4  10:35    278
 08   -5.3   -3.4  14:50   -7.7  04:30   23.6    0.0   0.00   12.4   43.5  13:40     32
 09   -2.8   -0.8  14:25   -4.2  06:55   21.1    0.0   0.00    7.8   33.8  01:40    359
 10   -3.1    0.6  14:55   -8.9  07:45   21.4    0.0   0.00    1.6   17.7  02:35    302
 11   -2.3    0.6  14:20   -8.1  07:45   20.6    0.0   0.00    1.4   19.3  21:05    227
 12   -8.1   -3.4  00:05  -13.9  00:00   26.4    0.0   0.00    4.7   33.8  10:35    295
 13  -10.4   -7.6  11:55  -13.9  00:05   28.8    0.0   0.00    5.6   29.0  13:50     17
 14  -10.6   -8.7  03:45  -15.2  00:00   28.9    0.0   0.00   10.4   38.6  10:30    351
 15  -11.8   -4.2  16:10  -18.0  07:45   30.1    0.0   0.00    3.8   29.0  09:25    284
 16    1.8   10.1  16:10  -14.7  00:05   16.5    0.0   0.04    8.3   53.1  22:10    156
 17    7.6   10.7  02:05   -0.1  00:00   10.7    0.0   1.62    6.8   61.2  02:00    186
 18   -0.2    4.1  13:00   -3.4  06:45   18.5    0.0   0.00    5.4   29.0  20:50     15
 19   -3.1    1.2  16:50   -7.4  00:00   21.4    0.0   0.00    9.0   35.4  04:15      5
 20   -1.5    5.4  22:25   -8.9  05:10   19.8    0.0   0.96    4.7   40.2  22:00    154
 21    5.2    7.9  14:00    1.6  21:35   13.2    0.0   0.02    3.3   30.6  17:50    200
 22   -0.4    3.5  01:10   -7.4  00:00   18.8    0.0   0.00    5.1   29.0  12:05    340
 23   -7.1   -1.6  14:15  -10.5  07:25   25.4    0.0   0.00    1.5   19.3  15:45    200
 24    0.0    6.3  20:00  -10.2  01:20   18.3    0.0   1.08    4.2   40.2  17:10    111
 25    8.7   10.9  10:05    3.7  01:00    9.7    0.0   1.38    9.5   53.1  14:50    191
 26    3.5    6.8  13:45   -2.2  23:55   14.9    0.0   0.00   11.2   51.5  02:10    236
 27   -2.6    1.9  16:00   -6.3  08:05   20.9    0.0   0.00    6.7   29.0  23:40    294
 28    2.8    8.2  13:35   -2.6  00:05   15.6    0.0   0.00    5.1   33.8  06:30    238
 29    5.9   13.1  15:00   -2.3  02:45   12.4    0.0   0.00    7.1   46.7  16:30    205
---------------------------------------------------------------------------------------
      -0.8   13.1     29  -18.0     15  555.3    0.0   8.76    6.1   61.2     17    307
    
