                   MONTHLY CLIMATOLOGICAL SUMMARY for May 2019


NAME: Lake Echo, Nova Scotia                  
ELEV: 26 meters    LAT: 44-44.28 N    LONG: 063-22.66 W


                   TEMPERATURE (C), RAIN (cm), WIND SPEED (km/h)

                                         HEAT   COOL         AVG
      MEAN                               DEG    DEG          WIND                   DOM
DAY   TEMP   HIGH   TIME    LOW   TIME   DAYS   DAYS   RAIN  SPEED   HIGH   TIME    DIR
---------------------------------------------------------------------------------------
 01    5.9   11.4  18:30   -1.1  01:55   12.5    0.0   0.00    6.1   35.4  15:55    324
 02    6.8   12.4  17:20    2.0  00:00   11.5    0.0   0.00    4.7   29.0  16:30    358
 03    6.6   14.4  16:35   -1.8  05:45   11.7    0.0   0.00    2.2   20.9  15:05    158
 04    5.4    6.2  13:45    4.5  07:00   12.9    0.0   0.12    1.4   14.5  09:20    147
 05    8.3   16.7  13:20    3.9  23:40   10.0    0.0   0.00    2.6   19.3  16:00     98
 06    6.7   13.6  15:25    1.6  23:50   11.6    0.0   0.00    2.2   19.3  16:50    120
 07    7.8   14.8  14:35   -0.4  06:10   10.5    0.0   0.14    2.2   22.5  17:15    166
 08   10.2   13.8  13:55    7.1  06:50    8.2    0.0   0.12    6.0   30.6  13:10    330
 09    7.4   11.4  14:45    3.3  05:10   10.9    0.0   0.00   11.5   46.7  11:05    352
 10    6.0   11.8  11:10    1.4  06:10   12.4    0.0   0.78    3.1   16.1  11:55     12
 11    9.6   15.8  13:55    4.0  01:10    8.7    0.0   0.26    4.6   29.0  18:45    327
 12    8.3   11.8  14:05    3.8  00:00   10.1    0.0   0.00    8.3   33.8  13:20    342
 13    5.5    9.7  12:10    1.2  00:00   12.8    0.0   0.00    4.2   24.1  13:45     88
 14    4.5    8.1  11:05    0.8  00:25   13.9    0.0   1.66    5.4   32.2  22:40     57
 15    5.5    7.7  18:30    3.8  02:45   12.9    0.0   0.18    4.1   27.4  00:55     52
 16    6.7   10.8  17:05    3.9  06:05   11.6    0.0   0.02    3.4   20.9  16:35    316
 17    8.3   14.0  14:10    4.7  04:40   10.1    0.0   0.14    1.7   17.7  13:50    162
 18    7.8   11.0  12:00    5.7  22:35   10.6    0.0   0.98   10.3   45.1  13:15    348
 19   10.1   16.4  14:40    2.6  05:50    8.2    0.0   0.00    4.0   27.4  10:55    321
 20    8.4   10.5  00:05    6.3  09:55    9.9    0.0   1.54    2.1   20.9  11:50    141
 21    7.0   10.8  18:25    4.2  00:00   11.3    0.0   1.12    3.9   35.4  23:05    322
 22    5.7    8.7  18:00    0.8  00:00   12.6    0.0   0.08   14.5   54.7  16:35    348
 23    9.2   17.2  17:45   -1.1  05:00    9.1    0.0   0.00    4.2   30.6  12:35    337
 24    7.6    9.7  17:30    5.6  00:00   10.7    0.0   1.38    2.5   19.3  04:35     42
 25   12.3   21.8  18:20    3.0  06:15    6.0    0.0   0.00    5.8   27.4  12:45      0
 26    8.1   12.4  09:55    6.2  05:50   10.2    0.0   0.30    1.1   12.9  14:55    140
 27    7.9   11.9  13:45    5.9  02:25   10.4    0.0   0.26    1.3   16.1  13:10    153
 28   10.1   15.4  17:50    5.2  06:25    8.2    0.0   0.00    4.3   30.6  12:55    341
 29    7.5   10.1  12:00    6.7  06:35   10.8    0.0   0.08    2.7   27.4  13:50    104
 30    9.2   15.3  14:35    6.1  00:00    9.2    0.0   0.00    2.9   20.9  15:05    129
 31    7.4   10.5  16:30    5.3  01:45   10.9    0.0   0.10    2.1   17.7  08:30    136
---------------------------------------------------------------------------------------
       7.7   21.8     25   -1.8     03  330.5    0.0   9.26    4.4   54.7     22    357
    
