                   MONTHLY CLIMATOLOGICAL SUMMARY for Sep 2017


NAME: Lake Echo, Nova Scotia                  
ELEV: 26 meters    LAT: 44-44.28 N    LONG: 063-22.66 W


                   TEMPERATURE (C), RAIN (cm), WIND SPEED (km/h)

                                         HEAT   COOL         AVG
      MEAN                               DEG    DEG          WIND                   DOM
DAY   TEMP   HIGH   TIME    LOW   TIME   DAYS   DAYS   RAIN  SPEED   HIGH   TIME    DIR
---------------------------------------------------------------------------------------
 01   14.5   18.1  16:20    9.9  07:15    3.8    0.0   0.00    2.7   25.7  12:00    289
 02   12.1   15.2  17:40    7.3  00:00    6.2    0.0   0.00    3.6   22.5  12:40    331
 03   12.5   17.9  11:50    5.4  06:35    5.8    0.0   0.88    2.0   25.7  22:50    159
 04   18.0   22.2  16:45   12.9  23:55    0.4    0.0   1.86    6.2   40.2  13:05    220
 05   18.5   22.8  17:05   12.8  05:05    0.0    0.2   0.00    6.1   38.6  15:00    209
 06   20.8   24.6  14:30   18.8  06:10    0.0    2.5   0.04    4.1   27.4  01:15    195
 07   20.2   21.6  11:45   17.7  23:50    0.0    1.8   2.62    6.7   46.7  09:50    185
 08   18.1   24.0  16:15   12.8  23:45    0.2    0.0   0.04    2.4   24.1  16:10    217
 09   16.2   23.7  17:15    9.6  06:40    2.1    0.0   0.02    0.5   14.5  16:30    212
 10   16.0   19.2  11:15   12.4  00:00    2.4    0.0   0.00    5.2   25.7  16:45     14
 11   14.3   19.4  16:30    8.3  04:15    4.0    0.0   0.02    7.9   35.4  16:35      2
 12   16.4   22.1  16:55   12.2  22:55    1.9    0.0   0.00    7.3   32.2  03:10      6
 13   17.3   25.8  18:40    9.9  05:10    1.0    0.0   0.00    1.7   20.9  14:20    343
 14   18.7   25.8  15:45   12.6  05:40    0.0    0.4   0.02    1.6   20.9  13:45    210
 15   17.6   22.5  14:40   13.9  03:35    0.7    0.0   0.00    0.9   19.3  15:15    200
 16   20.3   25.6  14:45   17.0  02:30    0.0    1.9   0.02    1.5   20.9  15:55    197
 17   18.4   22.5  14:40   14.9  05:40    0.0    0.1   0.00    0.7   12.9  15:30    183
 18   18.2   19.8  14:10   17.2  06:35    0.1    0.0   0.08    0.5   11.3  15:15    187
 19   19.6   22.5  14:15   17.7  02:30    0.0    1.2   0.02    2.2   20.9  14:35    143
 20   20.4   22.1  17:20   19.3  05:40    0.0    2.1   0.90    0.8   14.5  01:25     91
 21   18.6   23.7  14:30   12.4  23:55    0.0    0.2   0.00    4.0   22.5  06:45     40
 22   15.4   20.6  15:15   11.5  03:15    2.9    0.0   0.00    1.0   17.7  10:10     70
 23   18.4   26.3  18:10   13.1  00:45    0.0    0.0   0.00    0.6   16.1  15:10    209
 24   17.7   21.6  14:55   13.1  07:20    0.6    0.0   0.00    0.9   16.1  16:30    142
 25   19.1   23.7  14:25   16.4  07:15    0.0    0.8   0.02    0.9   16.1  16:35    193
 26   22.0   29.4  16:30   15.6  07:20    0.0    3.7   0.00    1.5   22.5  12:10    254
 27   18.1   20.5  00:00   16.1  03:20    0.3    0.0   0.02    1.8   24.1  09:10    127
 28   19.7   22.5  08:30   12.2  00:00    0.0    1.3   4.54    3.8   33.8  08:35    228
 29   10.7   14.3  15:35    6.5  07:20    7.7    0.0   0.00    5.4   27.4  14:20    360
 30    9.7   14.5  15:30    5.5  23:55    8.7    0.0   0.00    2.4   17.7  12:00     11
---------------------------------------------------------------------------------------
      17.2   29.4     26    5.4     03   48.9   16.2  11.10    2.9   46.7     07    289
    
