                   MONTHLY CLIMATOLOGICAL SUMMARY for Aug 2019


NAME: Lake Echo, Nova Scotia                  
ELEV: 26 meters    LAT: 44-44.28 N    LONG: 063-22.66 W


                   TEMPERATURE (C), RAIN (cm), WIND SPEED (km/h)

                                         HEAT   COOL         AVG
      MEAN                               DEG    DEG          WIND                   DOM
DAY   TEMP   HIGH   TIME    LOW   TIME   DAYS   DAYS   RAIN  SPEED   HIGH   TIME    DIR
---------------------------------------------------------------------------------------
 01   22.2   28.6  15:55   17.8  06:10    0.0    3.9   0.54    0.6   30.6  20:30    306
 02   21.4   29.6  17:15   14.3  06:45    0.0    3.1   0.02    1.4   17.7  12:10    334
 03   20.8   29.7  13:40   12.6  06:05    0.0    2.4   0.00    1.1   19.3  16:50    166
 04   21.4   28.8  16:35   16.1  06:35    0.0    3.0   0.00    1.1   16.1  13:30    191
 05   19.0   26.2  18:25   11.1  06:40    0.0    0.6   0.00    1.6   27.4  13:40    331
 06   19.0   28.1  14:35   10.6  06:50    0.0    0.7   0.00    1.0   20.9  15:05    139
 07   19.1   24.5  14:45   13.8  23:55    0.0    0.8   0.00    0.6   11.3  16:10    120
 08   17.2   21.1  12:45   12.9  05:10    1.2    0.0   1.16    1.1   14.5  12:45    127
 09   19.5   24.1  18:10   16.1  00:00    0.0    1.2   0.16    0.8   22.5  17:50    159
 10   18.6   24.2  16:50   14.1  00:00    0.0    0.2   0.02    0.9   22.5  13:45    150
 11   17.8   24.3  15:30   10.9  06:20    0.5    0.0   0.00    1.2   17.7  10:35    303
 12   20.9   27.9  15:35   15.4  02:30    0.0    2.5   0.00    1.6   19.3  12:20    247
 13   19.2   25.7  14:20   14.3  05:50    0.0    0.8   0.00    0.5   14.5  14:30    199
 14   19.5   25.1  13:40   14.0  07:00    0.0    1.2   0.00    0.7   11.3  12:20    107
 15   18.8   25.7  12:50   14.4  06:55    0.0    0.5   0.00    0.4   11.3  12:45    157
 16   18.1   24.2  13:30   12.6  05:50    0.2    0.0   0.00    0.9   14.5  13:25    121
 17   18.5   24.2  14:15   13.7  02:20    0.0    0.2   0.00    0.6   16.1  15:35    132
 18   17.6   20.8  20:00   16.1  01:45    0.7    0.0   0.00    0.0    1.6  03:50    N/A
 19   20.0   23.4  15:30   17.3  02:45    0.0    1.7   0.14    0.5   12.9  15:35    161
 20   23.1   29.2  16:00   15.3  23:45    0.0    4.8   0.00    2.1   19.3  11:25    345
 21   19.7   28.3  15:20   12.1  05:35    0.0    1.3   0.00    0.8   17.7  15:10    148
 22   22.8   29.8  15:55   17.3  00:20    0.0    4.5   0.00    1.3   20.9  11:30    184
 23   21.8   26.4  15:25   17.7  05:00    0.0    3.4   0.00    0.7   12.9  15:40    295
 24   17.3   21.6  12:40   12.7  00:00    1.1    0.0   0.00    5.4   29.0  12:50     18
 25   15.1   22.7  15:10    7.7  07:15    3.2    0.0   0.00    1.7   14.5  16:10     63
 26   14.4   17.3  14:15   12.0  07:15    4.0    0.0   0.04    1.5    9.7  09:20     31
 27   16.4   22.2  17:45   12.6  05:35    1.9    0.0   0.02    2.7   22.5  11:40    332
 28   21.2   30.8  15:50   13.1  00:00    0.0    2.8   0.00    1.4   17.7  16:05    295
 29   18.3   22.7  14:15   11.2  04:00    0.1    0.0   0.92    1.8   22.5  16:50    142
 30   22.4   29.1  16:20   16.8  00:00    0.0    4.1   2.34    1.4   25.7  16:45    227
 31   19.3   26.1  13:50   13.2  23:20    0.0    0.9   0.00    1.3   20.9  18:00    322
---------------------------------------------------------------------------------------
      19.4   30.8     28    7.7     25   12.9   44.6   5.36    1.3   30.6     01     18
    
