                   MONTHLY CLIMATOLOGICAL SUMMARY for May 2013


NAME: Federal Way, Washington                  
ELEV: 365 feet    LAT: 47-18.60 N    LONG: 122-21.60 W


                   TEMPERATURE (F), RAIN (in), WIND SPEED (mph)

                                         HEAT   COOL         AVG
      MEAN                               DEG    DEG          WIND                   DOM
DAY   TEMP   HIGH   TIME    LOW   TIME   DAYS   DAYS   RAIN  SPEED   HIGH   TIME    DIR
---------------------------------------------------------------------------------------
 01   49.2   61.6  15:50   34.1  06:10   15.8    0.0   0.00    0.5   12.0  14:15    349
 02   54.2   65.8  14:30   43.4  05:10   10.8    0.0   0.00    0.8   13.0  15:35     12
 03   57.9   68.3  15:30   48.8  06:15    7.1    0.0   0.00    1.0   15.0  16:15     25
 04   63.0   73.4  16:30   51.9  06:10    2.0    0.0   0.00    1.1   14.0  14:55     10
 05   65.5   78.7  16:30   51.7  06:05    0.0    0.5   0.00    0.4   13.0  12:00      4
 06   67.7   83.0  15:45   50.2  06:05    0.0    2.7   0.00    0.3   10.0  14:20    347
 07   58.6   70.3  16:30   50.6  04:55    6.4    0.0   0.00    0.5   11.0  04:50    256
 08   56.1   64.7  16:55   50.2  01:25    8.9    0.0   0.00    0.2    8.0  15:00    284
 09   55.6   68.3  17:25   47.0  04:45    9.4    0.0   0.00    0.2    8.0  16:35    356
 10   62.3   78.4  16:00   47.9  05:40    2.7    0.0   0.00    0.2    7.0  11:50    347
 11   65.7   82.1  16:55   52.5  03:55    0.0    0.7   0.00    0.2   11.0  19:30    274
 12   62.9   72.1  15:35   56.4  23:55    2.1    0.0   0.07    0.5   11.0  11:15    237
 13   55.7   66.2  12:55   47.7  00:00    9.3    0.0   0.24    1.6   23.0  13:10    243
 14   54.6   65.5  16:35   44.5  03:10   10.4    0.0   0.00    0.7   11.0  16:05    217
 15   53.3   62.9  12:00   44.5  06:00   11.7    0.0   0.15    0.2   13.0  15:10    259
 16   59.0   69.3  15:35   49.7  06:30    6.0    0.0   0.00    0.5   14.0  20:30    306
 17   55.5   61.8  15:45   51.9  06:15    9.5    0.0   0.06    1.0   12.0  12:05    215
 18   54.8   61.5  16:15   50.8  00:55   10.2    0.0   0.00    0.5   11.0  13:55    222
 19   55.9   61.6  12:05   51.4  06:10    9.1    0.0   0.00    0.2    9.0  11:15     35
 20   55.5   66.8  17:40   46.1  03:20    9.5    0.0   0.00    0.2    9.0  14:10    312
 21   50.7   59.3  14:15   44.1  06:30   14.3    0.0   0.54    1.7   18.0  14:20    237
 22   46.2   52.4  15:30   43.1  06:00   18.8    0.0   0.45    0.9   12.0  02:40    211
 23   47.2   53.3  12:35   42.9  01:10   17.8    0.0   0.21    0.4   13.0  12:50    205
 24   51.9   61.5  16:35   45.7  05:05   13.1    0.0   0.14    0.4    9.0  14:55    220
 25   54.0   62.7  15:10   48.0  06:25   11.0    0.0   0.00    0.3    7.0  12:45    236
 26   54.4   64.7  14:40   49.0  05:30   10.6    0.0   0.11    0.2    8.0  13:45    267
 27   54.2   59.6  16:45   49.6  04:45   10.8    0.0   0.39    0.4   12.0  14:40    206
 28   54.6   61.4  15:55   51.2  04:15   10.4    0.0   0.03    0.6   14.0  11:45    234
 29   53.2   59.3  16:15   47.8  06:25   11.8    0.0   0.16    1.0   19.0  18:15    250
 30   53.3   62.4  14:45   46.7  03:40   11.7    0.0   0.03    1.7   15.0  13:40    219
 31   56.5   66.2  15:35   49.6  05:35    8.5    0.0   0.00    0.2   10.0  15:45    320
---------------------------------------------------------------------------------------
      56.1   83.0     06   34.1     01  279.7    3.9   2.58    0.6   23.0     13    250
    
