                   MONTHLY CLIMATOLOGICAL SUMMARY for Jun 2019


NAME: Federal Way, Washington                  
ELEV: 365 feet    LAT: 47-18.60 N    LONG: 122-21.60 W


                   TEMPERATURE (F), RAIN (in), WIND SPEED (mph)

                                         HEAT   COOL         AVG
      MEAN                               DEG    DEG          WIND                   DOM
DAY   TEMP   HIGH   TIME    LOW   TIME   DAYS   DAYS   RAIN  SPEED   HIGH   TIME    DIR
---------------------------------------------------------------------------------------
 01   60.3   76.0  17:00   49.6  05:35    4.7    0.0   0.00    1.3    9.0  15:45    288
 02   61.3   78.1  16:35   50.0  05:15    3.7    0.0   0.00    2.1   13.0  18:55    238
 03   58.6   72.6  16:30   51.2  00:00    6.4    0.0   0.00    2.1   11.0  13:25    246
 04   60.3   73.8  16:15   46.5  04:35    4.7    0.0   0.00    1.6   11.0  15:25    266
 05   56.6   65.8  17:05   49.9  04:05    8.4    0.0   0.04    2.6   18.0  19:05    222
 06   54.6   65.9  15:00   46.8  04:20   10.4    0.0   0.00    3.5   19.0  14:55    211
 07   53.2   64.4  12:30   48.2  03:15   11.8    0.0   0.09    4.1   22.0  12:55    213
 08   58.5   74.0  15:20   48.4  06:25    6.5    0.0   0.00    2.5   14.0  14:55    241
 09   60.5   73.6  13:55   47.0  05:40    4.5    0.0   0.00    1.8   12.0  19:05    343
 10   64.4   79.2  13:50   49.7  05:25    0.6    0.0   0.00    2.1   15.0  14:30    335
 11   69.3   82.7  16:10   54.5  05:20    0.0    4.3   0.00    2.5   19.0  13:10    332
 12   76.5   94.8  16:50   58.4  05:20    0.0   11.5   0.00    1.4    9.0  09:45    353
 13   68.6   82.3  16:00   55.8  23:30    0.0    3.6   0.00    2.6   19.0  19:35    240
 14   60.3   70.8  17:05   53.5  05:40    4.7    0.0   0.00    2.4   12.0  16:55    219
 15   62.5   77.5  16:05   50.0  05:45    2.5    0.0   0.00    1.5   11.0  12:25    323
 16   62.6   78.1  15:35   52.1  03:55    2.4    0.0   0.00    1.2   10.0  14:50    289
 17   63.5   78.0  16:35   54.3  03:55    1.5    0.0   0.00    1.8   12.0  20:55    240
 18   59.8   65.8  18:00   55.2  00:00    5.2    0.0   0.06    2.0   12.0  22:35    212
 19   58.2   71.0  15:40   52.3  04:35    6.8    0.0   0.00    3.8   22.0  18:50    214
 20   59.0   72.2  15:05   49.0  06:25    6.0    0.0   0.08    2.3   14.0  18:30    230
 21   61.1   73.9  16:10   52.9  05:10    3.9    0.0   0.00    3.0   13.0  19:35    216
 22   58.6   66.2  18:35   53.9  02:50    6.4    0.0   0.00    2.4   13.0  11:10    219
 23   58.6   69.4  17:40   53.5  06:00    6.4    0.0   0.00    2.3   11.0  11:05    228
 24   61.0   75.2  14:55   52.1  04:00    4.0    0.0   0.00    1.9   12.0  02:40      7
 25   62.2   79.0  14:20   48.3  05:30    2.8    0.0   0.00    1.8   13.0  17:05    277
 26   60.8   77.0  13:35   50.3  04:55    4.2    0.0   0.03    1.8   16.0  17:35    215
 27   59.7   71.2  14:25   54.1  06:00    5.3    0.0   0.11    2.6   15.0  03:10    211
 28   62.2   74.3  14:50   50.8  05:25    2.8    0.0   0.01    2.0   13.0  16:55    235
 29   63.6   80.3  15:15   50.5  05:15    1.4    0.0   0.00    1.6   13.0  19:40    330
 30   67.1   83.4  15:15   51.1  06:00    0.0    2.1   0.00    1.9   15.0  17:25    329
---------------------------------------------------------------------------------------
      61.4   94.8     12   46.5     04  128.2   21.6   0.42    2.2   22.0     07    244
    
