                   MONTHLY CLIMATOLOGICAL SUMMARY for Nov 2013


NAME: Federal Way, Washington                  
ELEV: 365 feet    LAT: 47-18.60 N    LONG: 122-21.60 W


                   TEMPERATURE (F), RAIN (in), WIND SPEED (mph)

                                         HEAT   COOL         AVG
      MEAN                               DEG    DEG          WIND                   DOM
DAY   TEMP   HIGH   TIME    LOW   TIME   DAYS   DAYS   RAIN  SPEED   HIGH   TIME    DIR
---------------------------------------------------------------------------------------
 01   53.0   60.0  15:55   47.7  07:35   12.0    0.0   0.01    0.1    5.0  12:05    212
 02   49.3   53.6  07:30   45.6  00:00   15.7    0.0   0.51    4.4   32.0  12:00    236
 03   44.2   53.1  13:35   38.9  06:20   20.8    0.0   0.08    0.6   13.0  12:30    224
 04   42.5   49.8  14:40   35.2  06:10   22.5    0.0   0.02    0.0    6.0  13:15    265
 05   47.6   53.3  15:05   42.7  01:45   17.4    0.0   0.09    1.0   15.0  11:35    243
 06   46.5   51.2  14:20   41.8  02:45   18.5    0.0   0.16    0.1    6.0  23:10    197
 07   48.3   50.4  06:05   46.2  10:20   16.7    0.0   0.88    3.4   24.0  19:45    217
 08   47.8   54.8  14:40   41.1  22:50   17.2    0.0   0.00    1.4   23.0  01:40    236
 09   43.2   48.0  13:10   36.6  05:25   21.8    0.0   0.10    0.0    6.0  22:20    248
 10   46.5   50.3  13:10   44.4  07:05   18.5    0.0   0.00    0.1    8.0  11:10    360
 11   46.0   57.6  14:10   38.7  07:45   19.0    0.0   0.00    0.0    5.0  12:10    334
 12   50.6   57.1  14:40   44.1  00:10   14.4    0.0   0.19    0.2    8.0  14:00    219
 13   51.8   57.0  14:30   48.0  00:00   13.2    0.0   0.01    1.1   12.0  13:15    226
 14   45.7   49.7  13:35   42.2  23:30   19.3    0.0   0.00    0.1    6.0  09:35    220
 15   43.8   46.4  22:15   41.9  04:30   21.2    0.0   0.20    3.3   23.0  20:30    211
 16   43.6   46.6  14:30   39.1  07:15   21.4    0.0   0.00    2.8   22.0  15:15    241
 17   45.4   48.6  13:30   41.2  03:20   19.6    0.0   0.37    1.9   15.0  09:20    219
 18   48.8   52.6  23:40   46.2  00:55   16.2    0.0   0.66    2.1   17.0  19:30    205
 19   44.7   52.7  01:05   38.4  00:00   20.3    0.0   0.03    1.2   18.0  03:50    211
 20   37.0   42.5  13:00   33.0  03:00   28.0    0.0   0.00    0.8   12.0  11:10     53
 21   34.8   43.1  14:30   27.9  07:15   30.2    0.0   0.00    0.2    8.0  00:10     43
 22   36.2   45.7  12:50   28.4  04:30   28.8    0.0   0.00    0.2   10.0  13:10     19
 23   37.0   46.8  14:40   27.6  07:20   28.0    0.0   0.00    0.1    8.0  18:15    352
 24   38.3   49.5  14:55   29.6  07:50   26.7    0.0   0.00    0.0    5.0  11:10     29
 25   40.4   53.4  13:45   32.0  05:50   24.6    0.0   0.01    0.0    4.0  12:20     45
 26   41.2   53.1  13:55   31.3  07:45   23.8    0.0   0.01    0.0    4.0  08:10    202
 27   44.9   55.2  13:50   38.1  23:50   20.1    0.0   0.01    0.0    6.0  09:25      1
 28   40.4   52.1  13:55   34.9  08:00   24.6    0.0   0.01    0.1    6.0  11:05    332
 29   43.7   48.2  13:10   37.1  00:45   21.3    0.0   0.02    0.2    7.0  12:20    217
 30   47.2   50.1  20:00   43.6  03:25   17.8    0.0   0.18    1.2   11.0  19:55    215
---------------------------------------------------------------------------------------
      44.4   60.0     01   27.6     23  619.4    0.0   3.55    0.9   32.0     02    224
    
